paragraph,label
"The membrane rejection performance was determined using solutions of 0.1 g/L dyes or 1 g/L Na2SO4 after compressed at 1 bar for 1 h in the feed cell. UV-Vis spectro photometers with wavelengths of 497 nm (CR), 463 nm (MO), and 662 nm (MBe) were used, respectively, to determine the dye concentrations in the feed and permeate cells. The concentration of inorganic salts were determined by electrical conductivity meter (FE 38, Mettler Toledo). The rejection ratio could be calculated by the following equation:(5)R(%)=(1-CpCf)x100%where Cp and Cf were the concentrations of the solute in the feed cell and the permeate cell, respectively. Retention selectivity of the membrane between component A over B was calculated by following formula:(6)SA/B = RA/RBwhere RA and RB refer to the rejection ratio of the membrane to component A and B respectively.",n
All the values presented in the figures were averages from five separated measurement of different samples while the error values were the standard deviation of the five measurements.,n
"As shown in Fig. 1, ZIF/PSF TUF-MMMs were prepared by in-situ growing ZIF particles during the NIPS process. The central divalent cations, such as Zn2+, were pre-loaded on PET NWF from nitrate solutions, and then reacted with the 2MIM released from the PSF casting solutions during NIPS processes. As shown in Table 1, the Zn(II), PVP and 2MIM loading levels as well as NIPS time were varied to study the structures and performance of the formed TUF-MMMs. Congo red (CR), methylene blue (MBe) and methyl orange (MO) in addition to Na2SO4 were used as solutes to differentiate the filtration performance of the membranes.",n
"XRD diffraction and infrared (IR) spectroscopy analyses were performed on the membranes to confirm that the grown particles were indeed ZIF-8. The presence of ZIF particles in TUF-Zn- PVP- 2MIM (TUF-326) and TUF-PVP-ZIF (TUF-020-d6) could be clearly proved by the characteristic peaks at 10.5deg, 12.86deg, 16.62deg and 18.22 degin Fig. 2a. In Fig. 2b-c, the IR peaks for SO from polysulfone at 1145 cm-1, for N-C from PVP at 1234 cm-1, together with the new peaks at 1660 cm-1 and 3487 cm-1 for CN and N-H bonds from 2MIM, and the increasing surface Zn content from XPS and EDX elemental scan (Figure S-2 and Fig. 3 in supporting information), could fully support the formation of ZIF particles in ZIF/PSF TUF-MMMs. Additional XRD characterization on the ZIF particles made with and without PVP in Figure S-1, also proved that the presence of PVP did not alter the crystalline frameworks of ZIF particles.",n
"The structure and properties of TUF-PVP (TUF-020), TUF-Zn-PVP (TUF-320), TUF-Zn-PVP-2MIM (TUF-326) and TUF-PVP-ZIF (TUF-020-d6) membranes were compared to reveal the unique characteristics of TUF-MMMs made from in-situ ZIF growing NIPS process. In Fig. 3c, ZIF particles in the sizes of 200-500 nm could be observed in the surface separating layers of ZIF/PSF TUF MMMs (TUF-326) not in the structures of TUF-PVP (TUF-020) and TUF-Zn-PVP (TUF-320). ZIF-8 particles of TUF-PVP-ZIF (TUF-020-d6) were added directly in the casting solution and fully sealed inside the PSF matrix as shown in Fig. 3d. These agreed well with its low BET surface area values (14.73 m2/g) shown in Fig. 4d.",n
"The in-situ formation of ZIF particles in the NIPS process had also greatly thinned the top PSF skin layers, from 937 nm (TUF-020), 893 nm (TUF-320) and 762 nm (TUF-020-d6), to 338 nm in TUF-326, leading to greatly reduced permeation resistance. In-situ formed ZIF particles in TUF-326 had fresh and open internal channels for solvent adsorption. These hydrophilic internal channels cross the fresh crystalline bodies of the embedded ZIF particles served as short-cuts for water permeating as illustrated in Scheme 1, leading to the highest water flux value of 247 L/(m2*h) (Tables S-6, Fig. 5c), 7.2 times higher than that of TUF-020.",n
"The internal pores of ZIF-8 particles were too small in size for N2 to penetrate, but the external surface of the formed ZIF-8 particles had added more than 2 m2/g open specific surfaces to the total available open surfaces of TUF-326 although TUF-020, TUF -320, and TUF-326 had specific surface areas in the same ranges of 40-43 m2/g in Fig. 4. Directly added pre-made ZIF-8 particles actually reduced the available adsorption specific surface area to 23.47 m2/g by altering the structure of the formed membranes, indicating very little outer surfaces of added ZIF-8 particles were available for N2 adsorption.",n
"Due to the molecular sieving effect of their internal channels in the sizes of 0.30-0.34 nm, the embedded or packed ZIF-8 particles only selectively enhanced the transportation of water molecules with smaller dynamic diameters of 0.27-0.32 nm. Larger filtrate particles including dye molecules or hydrated ions could only permeate through the gaps between the particles, or the boundary voids between the particles and the PSU substrates. In the formed PSF separating layer, water molecules should see a lot of short-cuts to pass through inside the ZIF-8 particulate crystalline bodies, while the filtrates dissolved in it would see a lot of impenetrable balls blocking their movements. Inclusion of non-porous particle or particles with larger internal channels would not have the same selective effects. As illustrated in Scheme 1, multiple dimensional pores were formed on the surfaces of ZIF/PSF MMMs embedded in and packed under situ grown ZIF particles, including capillary solvent absorbing pores from the PSF matrix with the diameters of dc (80-185 nm), MWCO Stokes solute rejecting pores between the ZIF particles with the gap diameters of dr (2.8-10.2 nm) and also internal water permeating pores of ZIF particles with the diameters of di (0.30-0.34 nm).",n
"As shown in Tables S-3, the longest dimension of dye molecules were in the range of 1.1-2.5 nm. Due to the existence of functional groups (-SO3-, and -NH2) in the dye molecular structures, Donan charge effects and agglomeration of dye molecules had caused their rejections by TUF membranes with larger MWCO Stokes solute rejecting pores of 2.8-10.2 nm. Therefore, ZIF particles embedded in and packed under the surface separating layers could promote water permeation and block solute permeation, so solute MWCO Stokes pore sizes were actually controlled by narrowest inter-particulate spaces of the embedded and packed ZIF particles. As shown in Fig. 5a and b, in-situ formed ZIF particles embedded in and packed under the separating layers had reduced capillary solvent filling diameters (dc) and solute rejection Stokes diameters (dr), and increased pore size distribution sharpness for TUF-326, resulting in improved dye rejection rates and retention selectivity over Na2SO4 (Fig. 5, Tables S-4).",n
"For comparison, TUF-020-d6 prepared using pre-made ZIF particles directly added in the casting solution had also shown reduced capillary absorption diameter (dc) and solute rejection diameters (dr), but with less peak sharpness. Directly added pre-made bulky ZIF-8 particles in the water of NIPS process may not be able to be effectively immobilized into the porous surfaces of formed PSF membranes while directly added bulky ZIF-8 particles in the organic phase casting solution could not migrate to the inter-phasal boundary areas during the NIPS process. They were mostly sealed inside the PSF matrix with limited open surface area and water permeating internal pores (Fig. 3d), leading to less water flux, dye rejection rates and retention selectivity (Fig. 5c and d) than TUF-326. Only in the in situ formation process could the hydrophilic 2MIM ligand molecules be migrated to and enriched in the inter-phasal boundary areas to form exposed ZIF-balls that were embedded in or packed under the newly formed PSF porous separating layers for superior filtration performance.",n
